index,date,shortcode,type,url,images,first_file,caption_excerpt,status,error
66,2024-04-17,C52fZKtP5ae,post,https://www.instagram.com/aaw_sg/p/C52fZKtP5ae/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C52fZKtP5ae_01_d383056a4e.webp,"26 likes, 4 comments - aaw_sg，April 16, 2024 : """"🔊 Step up your audio game with custom in-ear monitors! 🎵 Tailored to your unique ear shape, these monitors deliver crystal-clear ",downloaded,
67,2024-04-16,C5zxTxYvwTN,post,https://www.instagram.com/aaw_sg/p/C5zxTxYvwTN/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5zxTxYvwTN_01_5044ac4a6d.webp,"21 likes, 0 comments - aaw_sg，April 15, 2024 : """"🎧 Elevate your music experience with custom in-ear monitors! 🎶 Perfectly tailored to fit your ears, these monitors provide unpara",downloaded,
68,2024-04-15,C5yRoSzPXWP,post,https://www.instagram.com/aaw_sg/p/C5yRoSzPXWP/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5yRoSzPXWP_01_41ee47c826.webp,"29 likes, 0 comments - aaw_sg，April 15, 2024 : """"Your path is beautiful and crooked and just as it should be."" - Unknown #aaw #advancedacousticwerkes #inearmonitors #customiem #cus",downloaded,
69,2024-04-13,C5tKNyivfMQ,post,https://www.instagram.com/aaw_sg/p/C5tKNyivfMQ/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5tKNyivfMQ_01_5ae66c1cd2.webp,"37 likes, 0 comments - aaw_sg，April 13, 2024 : ""Another time piece! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headfi #he",downloaded,
70,2024-04-12,C5qvk3uPK2P,post,https://www.instagram.com/aaw_sg/p/C5qvk3uPK2P/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5qvk3uPK2P_01_bebdb9a11e.webp,"40 likes, 0 comments - aaw_sg，April 12, 2024 : ""Your music is how you play it, do it the timeless way #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #c",downloaded,
71,2024-04-12,C5porb5PDKc,post,https://www.instagram.com/aaw_sg/p/C5porb5PDKc/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5porb5PDKc_01_d5f5bf5923.webp,"30 likes, 0 comments - aaw_sg，April 11, 2024 : ""Pastel colors are hard to resist #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inear",downloaded,
72,2024-04-10,C5lW9hIvTqy,post,https://www.instagram.com/aaw_sg/p/C5lW9hIvTqy/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5lW9hIvTqy_01_5c44d63ff2.webp,"51 likes, 0 comments - aaw_sg，April 10, 2024 : ""Eid mubarak! We wish everyone a joyous festival and may peace and happiness be always with you. #aaw #advancedacousticwerkes #inearm",downloaded,
73,2024-04-09,C5icA2oPNhs,post,https://www.instagram.com/aaw_sg/p/C5icA2oPNhs/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5icA2oPNhs_01_31f5e68f78.webp,"63 likes, 1 comments - aaw_sg，April 9, 2024 : ""Save your faulty iems with a reshell service! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems",downloaded,
74,2024-04-06,C5abCzuvXmp,post,https://www.instagram.com/aaw_sg/p/C5abCzuvXmp/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5abCzuvXmp_01_c84c28ef4e.webp,"94 likes, 2 comments - aaw_sg，April 6, 2024 : ""The most classic build scheme of all time, full clear! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #c",downloaded,
75,2024-04-04,C5V1YT3Oc-b,post,https://www.instagram.com/aaw_sg/p/C5V1YT3Oc-b/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5V1YT3Oc-b_01_e004a690af.webp,"45 likes, 0 comments - aaw_sg，April 4, 2024 : ""Hailing over the Pacific Ocean! Check out the cool porcelain design. #aaw #advancedacousticwerkes #inearmonitors #customiem #customin",downloaded,
76,2024-04-04,C5VPKmBvW76,post,https://www.instagram.com/aaw_sg/p/C5VPKmBvW76/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5VPKmBvW76_01_4726470716.webp,"54 likes, 0 comments - aaw_sg，April 4, 2024 : ""Coming to your shores soon #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #head",downloaded,
77,2024-04-01,C5M-K-cvqxK,post,https://www.instagram.com/aaw_sg/p/C5M-K-cvqxK/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5M-K-cvqxK_01_62430c49cb.webp,"38 likes, 0 comments - aaw_sg，March 31, 2024 : ""Sneak peek to what's coming soon #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inear",downloaded,
78,2024-03-31,C5KLvxovfQ4,post,https://www.instagram.com/aaw_sg/p/C5KLvxovfQ4/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5KLvxovfQ4_01_c96e586509.webp,"66 likes, 0 comments - aaw_sg，March 30, 2024 : ""#aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headfi #headphones #earphones ",downloaded,
79,2024-03-30,C5IGVxYP296,post,https://www.instagram.com/aaw_sg/p/C5IGVxYP296/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5IGVxYP296_01_082d3c1c85.webp,"48 likes, 1 comments - aaw_sg，March 29, 2024 : ""Meet Z06 one of our advanced prototypes on display in Shanghai #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears ",downloaded,
80,2024-03-30,C5HzKngPeci,post,https://www.instagram.com/aaw_sg/p/C5HzKngPeci/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5HzKngPeci_01_086bc89213.webp,"26 likes, 0 comments - aaw_sg，March 29, 2024 : ""Morning and see you at the Shanghai Headphones Expo! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ci",downloaded,
81,2024-03-29,C5GB9a4vbGr,post,https://www.instagram.com/aaw_sg/p/C5GB9a4vbGr/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5GB9a4vbGr_01_b699566225.webp,"66 likes, 1 comments - aaw_sg，March 29, 2024 : ""We will bring a couple advanced prototypes to Shanghai, meet AAW's new Planar Magnetic IEM Z02. The Miniature Planar super tweeter i",downloaded,
82,2024-03-29,C5FmLkEvdMq,post,https://www.instagram.com/aaw_sg/p/C5FmLkEvdMq/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5FmLkEvdMq_01_cc59368c16.webp,"42 likes, 0 comments - aaw_sg，March 28, 2024 : ""See you tomorrow at the Shanghai Headphones Expo booth 101-102 #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears ",downloaded,
83,2024-03-28,C5EAFpbyQjG,post,https://www.instagram.com/aaw_sg/p/C5EAFpbyQjG/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5EAFpbyQjG_01_fb62a612c0.webp,"52 likes, 0 comments - aaw_sg，March 28, 2024 : ""One of a kind faceplate design for this pair custom in-ear monitor #aaw #advancedacousticwerkes #inearmonitors #customiem #customine",downloaded,
84,2024-03-28,C5DZZ5pPtay,post,https://www.instagram.com/aaw_sg/p/C5DZZ5pPtay/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C5DZZ5pPtay_01_d816812dbe.jpg,"50 likes, 0 comments - aaw_sg，March 28, 2024 : ""Hailing from AAW's production lab! We will be at the Shanghai Headphones Expo this weekend! See you at booth 101-102 in the Shanghai",downloaded,
85,2023-12-24,C1OnnvSPPKk,post,https://www.instagram.com/aaw_sg/p/C1OnnvSPPKk/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\C1OnnvSPPKk_01_6d6ce479ae.jpg,"40 likes, 1 comments - aaw_sg，December 24, 2023 : ""Wonder how the Canary Pro looks on the inside? Here it is;) #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears ",downloaded,
86,2023-12-08,C0mWsfAvCs7,reel,https://www.instagram.com/aaw_sg/reel/C0mWsfAvCs7/,4,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\C0mWsfAvCs7_01_d902b703ee.jpg,"40 likes, 0 comments - aaw_sg，December 8, 2023 : ""The sound signature of the Canary Pro elevates your music listening experience by delivering heightened clarity and liveliness. It",downloaded,
87,2023-12-07,C0jL8sySWxV,post,https://www.instagram.com/aaw_sg/p/C0jL8sySWxV/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\C0jL8sySWxV_01_0e2c418968.jpg,"51 likes, 0 comments - aaw_sg，December 7, 2023 : ""Can't say no to Canary Pro with a cup of kopi o😘 #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #cie",downloaded,
88,2023-12-06,C0fuSHPvvR5,post,https://www.instagram.com/aaw_sg/p/C0fuSHPvvR5/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\C0fuSHPvvR5_01_0579bbb340.jpg,"44 likes, 1 comments - aaw_sg，December 5, 2023 : ""From Singapore to Tokyo😘 See you at Potafes @e_earphone_ciem @e_earphone #aaw #advancedacousticwerkes #inearmonitors #customiem #",downloaded,
89,2023-12-04,C0auGVeviba,post,https://www.instagram.com/aaw_sg/p/C0auGVeviba/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\C0auGVeviba_01_ff2029fafd.jpg,"45 likes, 0 comments - aaw_sg，December 3, 2023 : ""Over 20 new designs have been added to our CIEM configurator. Come build your one of a kind monitor! #aaw #advancedacousticwerkes ",downloaded,
90,2023-12-03,C0Ynnc6P7UY,post,https://www.instagram.com/aaw_sg/p/C0Ynnc6P7UY/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\C0Ynnc6P7UY_01_5c56d17a5d.jpg,"91 likes, 0 comments - aaw_sg，December 3, 2023 : ""For your Sunday pleasures, the Canary Pro will meet you soon in stores. The sound signature of the Canary Pro elevates your music ",downloaded,
91,2023-11-27,C0J7k-_v_gU,reel,https://www.instagram.com/aaw_sg/reel/C0J7k-_v_gU/,4,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\C0J7k-_v_gU_01_d902b703ee.jpg,"42 likes, 0 comments - aaw_sg，November 27, 2023 : ""Behind the scene footage, watch how your IEM gets built! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ci",downloaded,
92,2023-11-23,Cz_iPyZvYD0,reel,https://www.instagram.com/aaw_sg/reel/Cz_iPyZvYD0/,4,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\Cz_iPyZvYD0_01_d902b703ee.jpg,"27 likes, 0 comments - aaw_sg，November 23, 2023 : ""Glowy in the dark anyone? #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #h",downloaded,
93,2023-11-21,Cz5a_WOPJ5O,post,https://www.instagram.com/aaw_sg/p/Cz5a_WOPJ5O/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\Cz5a_WOPJ5O_01_26240c14c6.jpg,"64 likes, 2 comments - aaw_sg，November 20, 2023 : ""Canary Pro will be available in both custom fit and universal fit on release #aaw #advancedacousticwerkes #inearmonitors #customi",downloaded,
94,2023-11-16,CzshQ-kvege,post,https://www.instagram.com/aaw_sg/p/CzshQ-kvege/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\CzshQ-kvege_01_3ee734ec7b.jpg,"75 likes, 0 comments - aaw_sg，November 15, 2023 : ""The Canary Pro is gearing up for it's final form! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ci",downloaded,
95,2023-07-09,CudlxCrJeNl,reel,https://www.instagram.com/aaw_sg/reel/CudlxCrJeNl/,4,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\CudlxCrJeNl_01_d902b703ee.jpg,"98 likes, 3 comments - aaw_sg，July 8, 2023 : ""Check out the new faceplate design on the Canary Pro"". ",downloaded,
96,2023-07-09,CudhWnBvOQ7,post,https://www.instagram.com/aaw_sg/p/CudhWnBvOQ7/,7,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\CudhWnBvOQ7_01_f1531fba5d.jpg,"51 likes, 0 comments - aaw_sg，July 8, 2023 : ""Day 2 at Potafes Summer 2023! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #he",downloaded,
97,2023-07-08,Cua8kjaPzhD,post,https://www.instagram.com/aaw_sg/p/Cua8kjaPzhD/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\Cua8kjaPzhD_01_bbae3f9028.jpg,"18 likes, 0 comments - aaw_sg，July 7, 2023 : ""See you at the Potafes Summer 2023! Booth B1-53 #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iem",downloaded,
98,2023-07-08,Cua3Zpevc7i,post,https://www.instagram.com/aaw_sg/p/Cua3Zpevc7i/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\Cua3Zpevc7i_01_7af9cf4cbd.jpg,"43 likes, 1 comments - aaw_sg，July 7, 2023 : ""Visit the summer Potafes 2023 in Tokyo to see the latest iteration of Canary Pro, booth B1-53 #aaw #advancedacousticwerkes #inearmonit",downloaded,
99,2023-03-30,CqZcjZWPaE2,post,https://www.instagram.com/aaw_sg/p/CqZcjZWPaE2/,6,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\CqZcjZWPaE2_01_5c1e4b3c3d.webp,"47 likes, 1 comments - aaw_sg，March 29, 2023 : ""A3H+ Lux Bling edition 2! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #head",downloaded,
100,2023-03-28,CqUHtQdv8yg,post,https://www.instagram.com/aaw_sg/p/CqUHtQdv8yg/,6,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\CqUHtQdv8yg_01_70bea7f1c9.webp,"54 likes, 1 comments - aaw_sg，March 27, 2023 : ""FULL BLING A3H+ Lux! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headfi #h",downloaded,
101,2023-03-26,CqQzOkSvdKj,post,https://www.instagram.com/aaw_sg/p/CqQzOkSvdKj/,8,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\CqQzOkSvdKj_01_9c56ec19b6.webp,"73 likes, 3 comments - aaw_sg，March 26, 2023 : ""Can Jam Singapore 2023 is a wrap! Thank you all for the feedback on our new models and they will meet y'all soon at your favorite au",downloaded,
102,2023-03-26,CqPFv8RPKco,post,https://www.instagram.com/aaw_sg/p/CqPFv8RPKco/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\CqPFv8RPKco_01_95f75ca29f.webp,"42 likes, 1 comments - aaw_sg，March 25, 2023 : ""Readying up for day 2 at Can Jam Singapore! Visit us D06 to audition our new line up! #aaw #advancedacousticwerkes #inearmonitors #c",downloaded,
103,2023-03-25,CqMptjsvoey,post,https://www.instagram.com/aaw_sg/p/CqMptjsvoey/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2023\CqMptjsvoey_01_10d87e5c37.webp,"76 likes, 3 comments - aaw_sg，March 24, 2023 : ""Can Jam Singapore is underway! Visit us at booth D06 to try out a series of new models including the Canary Pro! #aaw #advancedacous",downloaded,
104,2022-11-01,CkarNFTPODB,post,https://www.instagram.com/aaw_sg/p/CkarNFTPODB/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\CkarNFTPODB_01_15a19393b0.jpg,"66 likes, 1 comments - aaw_sg，November 1, 2022 : ""ATH goes live in HK today! Visit one of our favourite audio stores to audition it today! @dmaaudio @right_shop_audio @masterteamhk",downloaded,
105,2022-08-07,Cg8c2_zl_V1,reel,https://www.instagram.com/aaw_sg/reel/Cg8c2_zl_V1/,4,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\Cg8c2_zl_V1_01_d902b703ee.jpg,"45 likes, 0 comments - aaw_sg，August 6, 2022 : ""Visit us at Hong Kong AV Show Hall3 C5 to audition the all new ATH! #aaw #advancedacousticwerkes #inearmonitors #customiem #customin",downloaded,
106,2022-08-05,Cg3cjAovwou,post,https://www.instagram.com/aaw_sg/p/Cg3cjAovwou/,6,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\Cg3cjAovwou_01_3b099300b3.webp,"82 likes, 0 comments - aaw_sg，August 4, 2022 : ""Visit us at the Hong Kong AV Show 2022 Hall3 C5 to get a sneak preview of the all new ATH! #aaw #advancedacousticwerkes #inearmonito",downloaded,
107,2022-05-27,CeDMT9tPSaA,post,https://www.instagram.com/aaw_sg/p/CeDMT9tPSaA/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\CeDMT9tPSaA_01_4cea4453d5.webp,"66 likes, 1 comments - aaw_sg，May 26, 2022 : ""The new e-BFC tuning system gives the A3H+ Lux multiple personalities, you will definitely find the one that suits you best. #aaw #adv",downloaded,
108,2022-05-21,Cd0TYI1vyWR,post,https://www.instagram.com/aaw_sg/p/Cd0TYI1vyWR/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\Cd0TYI1vyWR_01_e4b601de16.webp,"59 likes, 0 comments - aaw_sg，May 21, 2022 : ""Mated with the Eplison cable, A3H+ Lux Edition provides the ultimate value proposition #aaw #advancedacousticwerkes #inearmonitors #cu",downloaded,
109,2022-05-19,CdusW-RP90i,post,https://www.instagram.com/aaw_sg/p/CdusW-RP90i/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\CdusW-RP90i_01_e3374388ef.webp,"72 likes, 2 comments - aaw_sg，May 18, 2022 : ""A3H+ Lux Edition, demos now available at selected dealers! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems",downloaded,
110,2022-04-02,Cb1zcxQvoS0,post,https://www.instagram.com/aaw_sg/p/Cb1zcxQvoS0/,8,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\Cb1zcxQvoS0_01_c5d50c9c15.webp,"75 likes, 1 comments - aaw_sg，April 2, 2022 : ""Day 1 at Can Jam Singapore Drop by our booth to test out the new Canary Pro! #aaw #advancedacousticwerkes #inearmonitors #customiem #",downloaded,
111,2022-04-01,Cbz8BGZPfvy,post,https://www.instagram.com/aaw_sg/p/Cbz8BGZPfvy/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\Cbz8BGZPfvy_01_672eae32f6.webp,"59 likes, 0 comments - aaw_sg，April 1, 2022 : ""Want to get a sneak peek into our new Canary Pro flagship? See ya tmr at Can Jam Singapore! #aaw #advancedacousticwerkes #inearmonito",downloaded,
112,2022-04-01,Cby7ozJvl_l,post,https://www.instagram.com/aaw_sg/p/Cby7ozJvl_l/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\Cby7ozJvl_l_01_de9ae44d28.webp,"90 likes, 1 comments - aaw_sg，March 31, 2022 : ""Can Jam Singapore is around the corner, now you have learnt about the Noir, want to meet the Lux? See you tmr at booth A9 and 10 Noi",downloaded,
113,2022-03-31,Cbw56N9v-WN,post,https://www.instagram.com/aaw_sg/p/Cbw56N9v-WN/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\Cbw56N9v-WN_01_58c8930e18.webp,"61 likes, 0 comments - aaw_sg，March 31, 2022 : ""A3H+ Noir is all about its clean design language, plus the Epsilon cable that ships with is definitely one of the best stock cable a",downloaded,
114,2022-03-28,CbpS7vvPkbw,post,https://www.instagram.com/aaw_sg/p/CbpS7vvPkbw/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\CbpS7vvPkbw_01_c68396f220.webp,"67 likes, 0 comments - aaw_sg，March 28, 2022 : ""A closer look at Noir's faceplate and tuning system A3H+ Noir is a region specific limited edition and will only be available in Hon",downloaded,
115,2022-02-26,CacmKQ6PCBi,post,https://www.instagram.com/aaw_sg/p/CacmKQ6PCBi/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2022\CacmKQ6PCBi_01_29e53f418b.webp,"78 likes, 4 comments - aaw_sg，February 26, 2022 : ""It has been a while! Introducing the latest integration of our best-selling model, the A3H+ Noir Edition! Featuring a replaceable",downloaded,
116,2021-07-10,CRIkqJtsDmm,post,https://www.instagram.com/aaw_sg/p/CRIkqJtsDmm/,7,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2021\CRIkqJtsDmm_01_54e3ea8504.jpg,"107 likes, 0 comments - aaw_sg，July 9, 2021 : ""We are at the Beijing Headphone Expo! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #i",downloaded,
117,2021-07-05,CQ8xfRkMtoN,post,https://www.instagram.com/aaw_sg/p/CQ8xfRkMtoN/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2021\CQ8xfRkMtoN_01_507ddeb3a9.jpg,"116 likes, 2 comments - aaw_sg，July 5, 2021 : ""We are very much down to the last sets of Project 4+2, still want one? Talk to us now! #aaw #advancedacousticwerkes #inearmonitors #c",downloaded,
118,2021-04-18,CNyx6XBsgC0,post,https://www.instagram.com/aaw_sg/p/CNyx6XBsgC0/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2021\CNyx6XBsgC0_01_e78cdd1936.jpg,"124 likes, 1 comments - aaw_sg，April 17, 2021 : ""Project 4+2, delivering your Sunday bliss:) #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems",downloaded,
119,2021-04-15,CNr26hXMiqJ,post,https://www.instagram.com/aaw_sg/p/CNr26hXMiqJ/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2021\CNr26hXMiqJ_01_8b4a1b4dad.jpg,"146 likes, 2 comments - aaw_sg，April 15, 2021 : ""Project 4+2 with midnight lava faceplate is truly one of a kind. Now available at all dealer locations! #aaw #advancedacousticwerke",downloaded,
120,2021-03-06,CME1pYbMjVu,post,https://www.instagram.com/aaw_sg/p/CME1pYbMjVu/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2021\CME1pYbMjVu_01_5ae5074c7d.jpg,"95 likes, 5 comments - aaw_sg，March 6, 2021 : ""The driving force behind Project 4+2's performance. Test the demo at your local dealers! #aaw #advancedacousticwerkes #inearmonitors ",downloaded,
121,2021-02-10,CLHbgTPjNU7,reel,https://www.instagram.com/aaw_sg/reel/CLHbgTPjNU7/,4,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2021\CLHbgTPjNU7_01_d902b703ee.jpg,"107 likes, 6 comments - aaw_sg，February 10, 2021 : ""We are pleased to present you AAW's latest product Project 4+2, it is our first ever attempt at a collaboration project with a d",downloaded,
122,2021-02-03,CK1AGyosCYR,post,https://www.instagram.com/aaw_sg/p/CK1AGyosCYR/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2021\CK1AGyosCYR_01_ec5646c6d1.jpg,"128 likes, 2 comments - aaw_sg，February 3, 2021 : ""A closer look at 4+2's NOVA driver and dual isobaric woofer placements. What is NOVA driver? Nozzle-less Open Vented Armature (NO",downloaded,
123,2021-01-29,CKn42GrMTE9,post,https://www.instagram.com/aaw_sg/p/CKn42GrMTE9/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2021\CKn42GrMTE9_01_11349c8615.jpg,"128 likes, 3 comments - aaw_sg，January 29, 2021 : ""Projet 4+2 will be one of our most sophisticated design to date, AAW and Custom Art teamed up in this unpresented collaboration t",downloaded,
124,2020-12-16,CI3QszzpkqZ,post,https://www.instagram.com/aaw_sg/p/CI3QszzpkqZ/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2020\CI3QszzpkqZ_01_9e4828f94b.jpg,"113 likes, 2 comments - aaw_sg，December 16, 2020 : ""AAW and @thecustomart is joining hand to bring you the best of our technology and expertise in the in-ear monitoring arena. Stay",downloaded,
125,2020-12-08,CIiHtiup_1C,post,https://www.instagram.com/aaw_sg/p/CIiHtiup_1C/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2020\CIiHtiup_1C_01_9cbe290733.jpg,"118 likes, 4 comments - aaw_sg，December 8, 2020 : ""Guess what Santa is bringing to you #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem ",downloaded,
126,2020-10-25,CGwCr75J3y3,post,https://www.instagram.com/aaw_sg/p/CGwCr75J3y3/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2020\CGwCr75J3y3_01_377340db9e.jpg,"88 likes, 0 comments - aaw_sg，October 24, 2020 : ""Matrix of A3H+ #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headfi #headp",downloaded,
127,2020-09-27,CFn5Y_VJHMc,post,https://www.instagram.com/aaw_sg/p/CFn5Y_VJHMc/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2020\CFn5Y_VJHMc_01_f42d64948f.jpg,"140 likes, 3 comments - aaw_sg，September 26, 2020 : ""Closer look at the book detachment mechanism #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem ",downloaded,
128,2020-09-25,CFi2HKQpe8T,post,https://www.instagram.com/aaw_sg/p/CFi2HKQpe8T/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2020\CFi2HKQpe8T_01_5e12aec17f.jpg,"126 likes, 1 comments - aaw_sg，September 24, 2020 : ""For your gaming pleasure Photo courtesy @masterteamhk #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #cie",downloaded,
129,2020-09-24,CFgcFBPJuwA,post,https://www.instagram.com/aaw_sg/p/CFgcFBPJuwA/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2020\CFgcFBPJuwA_01_552a3187b9.jpg,"113 likes, 1 comments - aaw_sg，September 23, 2020 : ""The timeless piece Photo courtesy of Vincent #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem ",downloaded,
130,2020-09-21,CFYkLy1pkLv,post,https://www.instagram.com/aaw_sg/p/CFYkLy1pkLv/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2020\CFYkLy1pkLv_01_af484bb9e3.jpg,"129 likes, 0 comments - aaw_sg，September 20, 2020 : ""Monday blues? Put these on and it would cheer you right up! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominear",downloaded,
131,2020-09-20,CFWEcsxJ_LY,post,https://www.instagram.com/aaw_sg/p/CFWEcsxJ_LY/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2020\CFWEcsxJ_LY_01_8611a176a7.jpg,"143 likes, 2 comments - aaw_sg，September 19, 2020 : ""Beautiful Custom build A3H+, head down to our buddies at @zeppelinandco and get yours done today #aaw #advancedacousticwerkes #",downloaded,
132,2020-09-19,CFThbTOJtgg,post,https://www.instagram.com/aaw_sg/p/CFThbTOJtgg/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2020\CFThbTOJtgg_01_d596e53224.jpg,"116 likes, 0 comments - aaw_sg，September 18, 2020 : ""A3H+ Hong Kong exclusive edition hitting stores. Featuring AAW patent pending NOVA drivers, A3H+ delivers best in class resolut",downloaded,
